id,gender,age,province,product,Q1,Q2,Q3,Q4,Q5
1191,Female,25-34,QC,Bag of Glass,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,7
1192,Female,65+,AB,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,4
1193,Male,25-34,AB,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,8
1194,Female,35-54,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,7
1195,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Somewhat helpful,6
1196,Female,55-64,BC,Happy Fun Ball,Very dissatisfied,Very satisfied,Neither agree nor disagree,Not so helpful,3
1197,Female,35-54,QC,Happy Fun Ball,Somewhat satisfied,Very dissatisfied,Agree,Very helpful,6
1198,Female,18-24,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Somewhat helpful,1
1199,Male,35-54,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Not at all helpful,0
1200,Male,35-54,QC,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,7
1201,Male,35-54,BC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly agree,Not so helpful,1
1202,Male,35-54,BC,Bass-O-Matic,Somewhat satisfied,Very satisfied,Neither agree nor disagree,Not at all helpful,0
1203,Female,25-34,ON,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,6
1204,Female,65+,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly agree,Very helpful,7
1205,Male,25-34,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Somewhat helpful,8
1206,Male,65+,BC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,5
1207,Male,65+,QC,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,0
1208,Male,55-64,QC,Bag of Glass,Very satisfied,Somewhat dissatisfied,Strongly agree,Not at all helpful,2
1209,Female,55-64,AB,Happy Fun Ball,Very satisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,0
1210,Female,25-34,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,10
1211,Female,65+,ON,Bass-O-Matic,Very satisfied,Very satisfied,Strongly agree,Not at all helpful,6
1212,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Very helpful,6
1213,Female,18-24,QC,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Disagree,Very helpful,7
1214,Female,65+,QC,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not so helpful,1
1215,Female,18-24,ON,Happy Fun Ball,Somewhat satisfied,Somewhat dissatisfied,Agree,Very helpful,6
1216,Female,55-64,ON,Happy Fun Ball,Very satisfied,Very dissatisfied,Strongly disagree,Not so helpful,7
1217,Female,25-34,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Not so helpful,2
1218,Female,35-54,ON,Little Chocolate Donuts,Somewhat satisfied,Very dissatisfied,Agree,Somewhat helpful,10
1219,Male,65+,ON,Bag of Glass,Somewhat dissatisfied,Very satisfied,Strongly agree,Extremely helpful,7
1220,Male,25-34,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not so helpful,1
1221,Male,35-54,QC,Bag of Glass,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,8
1222,Female,65+,BC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Agree,Somewhat helpful,8
1223,Male,35-54,BC,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Disagree,Very helpful,0
1224,Male,35-54,BC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Agree,Not so helpful,0
1225,Female,18-24,AB,Bass-O-Matic,Very satisfied,Very dissatisfied,Disagree,Extremely helpful,5
1226,Male,18-24,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Agree,Not so helpful,5
1227,Female,65+,AB,Little Chocolate Donuts,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,7
1228,Male,35-54,QC,Little Chocolate Donuts,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Very helpful,3
1229,Female,35-54,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,3
1230,Female,35-54,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,4
1231,Female,25-34,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not so helpful,7
1232,Female,35-54,QC,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,6
1233,Male,25-34,BC,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Strongly agree,Very helpful,10
1234,Female,25-34,AB,Bag of Glass,Somewhat satisfied,Somewhat satisfied,Strongly agree,Not so helpful,3
1235,Female,25-34,ON,Bag of Glass,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,0
1236,Female,25-34,QC,Bag of Glass,Very satisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,1
1237,Male,65+,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,9
1238,Female,55-64,ON,Bag of Glass,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,1
1239,Female,25-34,AB,Bass-O-Matic,Very satisfied,Somewhat satisfied,Disagree,Extremely helpful,10
1240,Male,25-34,QC,Bag of Glass,Very satisfied,Very satisfied,Strongly agree,Not so helpful,3
1241,Female,65+,AB,Bag of Glass,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,5
1242,Male,18-24,ON,Happy Fun Ball,Very dissatisfied,Very satisfied,Strongly agree,Extremely helpful,5
1243,Male,35-54,ON,Happy Fun Ball,Somewhat satisfied,Very dissatisfied,Agree,Somewhat helpful,8
1244,Male,35-54,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,4
1245,Male,25-34,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly agree,Somewhat helpful,7
1246,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Disagree,Somewhat helpful,7
1247,Male,55-64,BC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Agree,Extremely helpful,10
1248,Male,65+,ON,Happy Fun Ball,Somewhat satisfied,Somewhat satisfied,Disagree,Not at all helpful,1
1249,Male,18-24,AB,Happy Fun Ball,Very dissatisfied,Very dissatisfied,Strongly disagree,Very helpful,8
1250,Male,65+,ON,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Neither agree nor disagree,Somewhat helpful,2
1251,Male,65+,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,5
1252,Female,55-64,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,4
1253,Male,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Agree,Very helpful,7
1254,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Disagree,Extremely helpful,10
1255,Male,65+,QC,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not so helpful,10
1256,Female,35-54,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Agree,Somewhat helpful,0
1257,Male,18-24,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,9
1258,Female,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Agree,Not at all helpful,5
1259,Female,35-54,ON,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly agree,Extremely helpful,3
1260,Male,18-24,ON,Little Chocolate Donuts,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,5
1261,Female,25-34,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,3
1262,Female,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Agree,Very helpful,2
1263,Male,55-64,BC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly disagree,Very helpful,7
1264,Male,25-34,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,10
1265,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Not at all helpful,3
1266,Female,25-34,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,6
1267,Female,35-54,ON,Little Chocolate Donuts,Very satisfied,Very satisfied,Disagree,Not at all helpful,3
1268,Male,18-24,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Agree,Not at all helpful,4
1269,Male,25-34,AB,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,1
1270,Female,35-54,BC,Little Chocolate Donuts,Somewhat satisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,0
1271,Female,18-24,ON,Happy Fun Ball,Somewhat satisfied,Very satisfied,Neither agree nor disagree,Not at all helpful,2
1272,Female,18-24,BC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Extremely helpful,7
1273,Male,18-24,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,5
1274,Female,65+,QC,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Extremely helpful,0
1275,Female,55-64,BC,Little Chocolate Donuts,Very satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,10
1276,Female,18-24,BC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,0
1277,Male,35-54,QC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,6
1278,Female,18-24,BC,Bass-O-Matic,Very dissatisfied,Very satisfied,Agree,Very helpful,8
1279,Female,25-34,QC,Bag of Glass,Very satisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,9
1280,Male,35-54,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Agree,Not at all helpful,7
1281,Female,65+,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Very helpful,9
1282,Male,35-54,QC,Happy Fun Ball,Somewhat satisfied,Very dissatisfied,Neither agree nor disagree,Somewhat helpful,8
1283,Female,18-24,QC,Happy Fun Ball,Very dissatisfied,Very satisfied,Strongly agree,Extremely helpful,9
1284,Female,18-24,ON,Happy Fun Ball,Somewhat satisfied,Somewhat dissatisfied,Agree,Not so helpful,10
1285,Male,65+,BC,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Disagree,Extremely helpful,7
1286,Female,65+,BC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Strongly agree,Very helpful,7
1287,Male,25-34,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Disagree,Extremely helpful,1
1288,Male,25-34,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,10
1289,Female,65+,ON,Little Chocolate Donuts,Very satisfied,Somewhat satisfied,Neither agree nor disagree,Not at all helpful,8
1290,Female,55-64,BC,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,0
1291,Female,25-34,QC,Little Chocolate Donuts,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Very helpful,5
1292,Female,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Agree,Very helpful,9
1293,Male,25-34,ON,Happy Fun Ball,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,10
1294,Male,35-54,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,1
1295,Male,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Agree,Somewhat helpful,4
1296,Male,65+,AB,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Strongly disagree,Not so helpful,5
1297,Female,65+,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,0
1298,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Somewhat helpful,4
1299,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Disagree,Extremely helpful,1
1300,Male,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,10
1301,Male,25-34,AB,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,4
1302,Female,18-24,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,5
1303,Male,18-24,AB,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,0
1304,Male,55-64,BC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Agree,Very helpful,4
1305,Female,18-24,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,7
1306,Male,65+,BC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Not so helpful,5
1307,Male,25-34,ON,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly agree,Not at all helpful,2
1308,Female,55-64,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Very helpful,3
1309,Female,25-34,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,9
1310,Male,65+,BC,Happy Fun Ball,Very dissatisfied,Very dissatisfied,Disagree,Very helpful,4
1311,Female,65+,QC,Happy Fun Ball,Somewhat satisfied,Very satisfied,Strongly disagree,Very helpful,3
1312,Male,65+,AB,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly agree,Extremely helpful,8
1313,Female,25-34,BC,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Agree,Somewhat helpful,3
1314,Female,35-54,AB,Happy Fun Ball,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Not at all helpful,1
1315,Female,35-54,QC,Little Chocolate Donuts,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,6
1316,Female,55-64,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Disagree,Very helpful,9
1317,Female,18-24,QC,Little Chocolate Donuts,Somewhat dissatisfied,Very dissatisfied,Strongly disagree,Very helpful,7
1318,Male,25-34,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,9
1319,Male,55-64,QC,Bag of Glass,Very satisfied,Very dissatisfied,Disagree,Not so helpful,7
1320,Male,25-34,ON,Bag of Glass,Very dissatisfied,Very satisfied,Strongly agree,Not so helpful,4
1321,Male,55-64,QC,Bag of Glass,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,0
1322,Female,25-34,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Very helpful,4
1323,Male,55-64,ON,Happy Fun Ball,Somewhat satisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,8
1324,Female,18-24,QC,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Extremely helpful,5
1325,Male,25-34,ON,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Agree,Somewhat helpful,6
1326,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Agree,Extremely helpful,9
1327,Female,65+,ON,Bag of Glass,Very satisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,8
1328,Male,35-54,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Disagree,Not at all helpful,4
1329,Female,25-34,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,10
1330,Male,35-54,AB,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,4
1331,Male,25-34,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,3
1332,Male,25-34,ON,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly agree,Not so helpful,10
1333,Male,55-64,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Agree,Very helpful,4
1334,Male,65+,QC,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Disagree,Extremely helpful,5
1335,Female,25-34,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Extremely helpful,7
1336,Female,18-24,ON,Little Chocolate Donuts,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,5
1337,Female,25-34,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Very helpful,10
1338,Male,18-24,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Agree,Very helpful,10
1339,Female,35-54,ON,Little Chocolate Donuts,Very dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,10
1340,Female,18-24,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Neither agree nor disagree,Not so helpful,9
1341,Female,18-24,QC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,6
1342,Female,25-34,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Disagree,Extremely helpful,0
1343,Female,35-54,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Not so helpful,1
1344,Male,35-54,BC,Bag of Glass,Very dissatisfied,Very dissatisfied,Strongly agree,Very helpful,10
1345,Male,35-54,QC,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Disagree,Not so helpful,10
1346,Male,65+,ON,Bass-O-Matic,Somewhat satisfied,Very satisfied,Disagree,Not at all helpful,9
1347,Male,35-54,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,0
1348,Male,55-64,ON,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Somewhat helpful,0
1349,Male,35-54,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,2
1350,Female,35-54,QC,Bag of Glass,Very dissatisfied,Somewhat dissatisfied,Disagree,Very helpful,8
1351,Male,18-24,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Very helpful,10
1352,Female,35-54,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,4
1353,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Very satisfied,Agree,Extremely helpful,0
1354,Male,18-24,QC,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Agree,Not so helpful,8
1355,Female,55-64,ON,Happy Fun Ball,Very dissatisfied,Very satisfied,Strongly agree,Extremely helpful,3
1356,Male,65+,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree,Not so helpful,3
1357,Female,35-54,ON,Bag of Glass,Very satisfied,Very satisfied,Agree,Extremely helpful,4
1358,Male,35-54,QC,Happy Fun Ball,Somewhat satisfied,Very satisfied,Disagree,Somewhat helpful,3
1359,Female,25-34,BC,Little Chocolate Donuts,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Extremely helpful,1
1360,Male,55-64,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,6
1361,Male,18-24,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Not so helpful,5
1362,Male,55-64,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Neither agree nor disagree,Not at all helpful,7
1363,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly disagree,Very helpful,0
1364,Male,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,2
1365,Male,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not so helpful,1
